frame,cycle,phase,wall_ms,active,started
334,0,34,23.557797,1,1
335,0,35,21.423303,1,1
336,0,36,21.047398,1,1
337,0,37,21.674402,1,1
338,0,38,20.650998,1,1
339,0,39,22.230100,1,1
340,0,40,18.339701,1,1
341,0,41,18.861599,1,1
342,0,42,20.208899,1,1
343,0,43,18.444002,1,1
344,0,44,17.678101,1,1
345,0,45,18.240001,1,1
346,0,46,18.115997,1,1
347,0,47,19.005302,1,1
348,0,48,19.961197,1,1
349,0,49,20.686600,1,1
350,0,50,19.949902,1,1
351,0,51,34.902599,1,1
352,0,52,23.259200,1,1
353,0,53,23.975499,1,1
354,0,54,21.397803,1,1
355,0,55,19.712098,1,1
356,0,56,17.830800,1,1
357,0,57,19.244701,1,1
358,0,58,19.466300,1,1
359,0,59,19.753300,1,1
360,0,60,23.115799,0,0
361,0,61,16.222503,0,0
362,0,62,17.026000,0,0
363,0,63,17.015398,0,0
364,0,64,16.411100,0,0
365,0,65,16.000703,0,0
366,0,66,17.172400,0,0
367,0,67,16.333699,0,0
368,0,68,16.790800,0,0
369,0,69,16.888600,0,0
370,0,70,16.423699,0,0
371,0,71,16.557302,0,0
372,0,72,16.511399,0,0
373,0,73,18.119100,0,0
374,0,74,15.291698,0,0
375,0,75,16.652901,0,0
376,0,76,16.890299,0,0
377,0,77,16.488504,0,0
378,0,78,16.782898,0,0
379,0,79,16.577601,0,0
380,0,80,16.605098,0,0
381,0,81,16.806699,0,0
382,0,82,16.592201,0,0
383,0,83,16.670901,0,0
384,0,84,16.604599,0,0
385,0,85,16.643900,0,0
386,0,86,16.677000,0,0
387,0,87,16.821101,0,0
388,0,88,16.567800,0,0
389,0,89,16.768400,0,0
390,0,90,16.966999,0,0
391,0,91,28.138202,0,0
392,0,92,16.620100,0,0
393,0,93,16.389199,0,0
394,0,94,17.037302,0,0
395,0,95,16.264398,0,0
396,0,96,16.724300,0,0
397,0,97,17.155901,0,0
398,0,98,16.448800,0,0
399,0,99,16.864602,0,0
400,0,100,16.288798,0,0
401,0,101,16.752202,0,0
402,0,102,16.824901,0,0
403,0,103,17.165899,0,0
404,0,104,16.162500,0,0
405,0,105,16.789999,0,0
406,0,106,16.396999,0,0
407,0,107,16.824901,0,0
408,0,108,16.577199,0,0
409,0,109,17.168701,0,0
410,0,110,16.977601,0,0
411,0,111,16.294699,0,0
412,0,112,16.740501,0,0
413,0,113,16.299099,0,0
414,0,114,16.462501,0,0
415,0,115,16.577099,0,0
416,0,116,16.714599,0,0
417,0,117,16.694501,0,0
418,0,118,16.689401,0,0
419,0,119,16.911000,0,0
420,0,120,17.098501,0,0
421,0,121,24.269897,0,0
422,0,122,16.464502,0,0
423,0,123,17.106198,0,0
424,0,124,16.594101,0,0
425,0,125,16.558699,0,0
426,0,126,17.180800,0,0
427,0,127,16.122799,0,0
428,0,128,16.695801,0,0
429,0,129,16.594302,0,0
430,0,130,17.377798,0,0
431,0,131,16.402099,0,0
432,0,132,16.430102,0,0
433,0,133,17.032299,0,0
434,0,134,15.820600,0,0
435,0,135,16.714599,0,0
436,0,136,16.667400,0,0
437,0,137,16.725801,0,0
438,0,138,17.075799,0,0
439,0,139,16.299002,0,0
440,0,140,16.641401,0,0
441,0,141,16.736798,0,0
442,0,142,16.694300,0,0
443,0,143,16.509000,0,0
444,0,144,16.668901,0,0
445,0,145,16.640801,0,0
446,0,146,16.719699,0,0
447,0,147,16.671900,0,0
448,0,148,16.591702,0,0
449,0,149,16.745299,0,0
450,1,0,36.569998,1,1
451,1,1,22.781100,1,1
452,1,2,19.197300,1,1
453,1,3,18.793900,1,1
454,1,4,19.443501,1,1
455,1,5,19.421302,1,1
456,1,6,19.715801,1,1
457,1,7,20.039000,1,1
458,1,8,19.913200,1,1
459,1,9,19.792099,1,1
460,1,10,19.203398,1,1
461,1,11,16.937900,1,1
462,1,12,16.632203,1,1
463,1,13,16.899098,1,1
464,1,14,16.416300,1,1
465,1,15,16.656399,1,1
466,1,16,17.439000,1,1
467,1,17,16.612500,1,1
468,1,18,16.854901,1,1
469,1,19,19.888502,1,1
470,1,20,18.245500,1,1
471,1,21,17.823499,1,1
472,1,22,16.352002,1,1
473,1,23,16.717900,1,1
474,1,24,16.699698,1,1
475,1,25,16.594000,1,1
476,1,26,16.861200,1,1
477,1,27,16.588703,1,1
478,1,28,16.402896,1,1
479,1,29,16.601902,1,1
480,1,30,17.072402,1,1
481,1,31,32.460298,1,1
482,1,32,26.026499,1,1
483,1,33,24.377003,1,1
484,1,34,23.458797,1,1
485,1,35,23.116801,1,1
486,1,36,22.375599,1,1
487,1,37,24.321400,1,1
488,1,38,23.947503,1,1
489,1,39,23.344897,1,1
490,1,40,19.985601,1,1
491,1,41,20.278201,1,1
492,1,42,20.074200,1,1
493,1,43,19.531000,1,1
494,1,44,19.371998,1,1
495,1,45,19.631300,1,1
496,1,46,20.803001,1,1
497,1,47,19.737102,1,1
498,1,48,20.090397,1,1
499,1,49,19.717902,1,1
500,1,50,20.617899,1,1
501,1,51,34.734599,1,1
502,1,52,22.904903,1,1
503,1,53,20.167001,1,1
504,1,54,19.114397,1,1
505,1,55,19.446500,1,1
506,1,56,20.828400,1,1
507,1,57,19.969702,1,1
508,1,58,20.411499,1,1
509,1,59,20.196103,1,1
510,1,60,24.297100,0,0
511,1,61,16.443700,0,0
512,1,62,16.780000,0,0
513,1,63,16.750097,0,0
514,1,64,16.522903,0,0
515,1,65,16.770199,0,0
516,1,66,16.729400,0,0
517,1,67,17.117500,0,0
518,1,68,16.760901,0,0
519,1,69,17.024700,0,0
520,1,70,16.211201,0,0
521,1,71,16.445499,0,0
522,1,72,16.476501,0,0
523,1,73,16.571701,0,0
524,1,74,16.698699,0,0
525,1,75,16.599100,0,0
526,1,76,16.792700,0,0
527,1,77,16.411301,0,0
528,1,78,16.952500,0,0
529,1,79,16.546298,0,0
530,1,80,16.689502,0,0
531,1,81,16.801000,0,0
532,1,82,16.747501,0,0
533,1,83,16.457498,0,0
534,1,84,16.633302,0,0
535,1,85,16.665399,0,0
536,1,86,16.655300,0,0
537,1,87,16.771700,0,0
538,1,88,16.393401,0,0
539,1,89,16.803801,0,0
540,1,90,17.316896,0,0
541,1,91,25.404103,0,0
542,1,92,17.401300,0,0
543,1,93,17.061800,0,0
544,1,94,16.749900,0,0
545,1,95,16.648900,0,0
546,1,96,16.628601,0,0
547,1,97,16.726997,0,0
548,1,98,16.753003,0,0
549,1,99,17.159697,0,0
550,1,100,16.916502,0,0
551,1,101,16.490601,0,0
552,1,102,16.664799,0,0
553,1,103,16.964998,0,0
554,1,104,16.486403,0,0
555,1,105,16.517598,0,0
556,1,106,16.760200,0,0
557,1,107,16.753200,0,0
558,1,108,16.483698,0,0
559,1,109,16.766902,0,0
560,1,110,16.766001,0,0
561,1,111,16.932700,0,0
562,1,112,16.390201,0,0
563,1,113,16.455397,0,0
564,1,114,16.787000,0,0
565,1,115,16.648002,0,0
566,1,116,16.610000,0,0
567,1,117,16.600400,0,0
568,1,118,16.835198,0,0
569,1,119,16.602300,0,0
570,1,120,17.300703,0,0
571,1,121,27.100097,0,0
572,1,122,16.595799,0,0
573,1,123,16.958401,0,0
574,1,124,17.186802,0,0
575,1,125,16.237900,0,0
576,1,126,16.749401,0,0
577,1,127,16.656999,0,0
578,1,128,16.830500,0,0
579,1,129,16.191900,0,0
580,1,130,16.455501,0,0
581,1,131,16.488399,0,0
582,1,132,16.706798,0,0
583,1,133,16.848002,0,0
584,1,134,16.584799,0,0
585,1,135,16.555499,0,0
586,1,136,16.619302,0,0
587,1,137,16.759299,0,0
588,1,138,16.642902,0,0
589,1,139,16.700298,0,0
590,1,140,16.617801,0,0
591,1,141,16.687099,0,0
592,1,142,16.666401,0,0
593,1,143,16.763300,0,0
594,1,144,16.640000,0,0
595,1,145,16.571399,0,0
596,1,146,16.853001,0,0
597,1,147,16.617600,0,0
598,1,148,17.115101,0,0
599,1,149,16.563199,0,0
600,2,0,36.829900,1,1
601,2,1,20.876400,1,1
602,2,2,18.093999,1,1
603,2,3,17.203700,1,1
604,2,4,18.261399,1,1
605,2,5,18.467203,1,1
606,2,6,17.346997,1,1
607,2,7,17.721001,1,1
608,2,8,17.616902,1,1
609,2,9,16.889300,1,1
610,2,10,17.494097,1,1
611,2,11,17.794400,1,1
612,2,12,16.360201,1,1
613,2,13,16.497400,1,1
614,2,14,16.783699,1,1
615,2,15,16.774099,1,1
616,2,16,16.586300,1,1
617,2,17,16.535703,1,1
618,2,18,16.754799,1,1
619,2,19,16.619299,1,1
620,2,20,17.160203,1,1
621,2,21,16.530696,1,1
622,2,22,16.711902,1,1
623,2,23,16.541101,1,1
624,2,24,16.802400,1,1
625,2,25,17.042499,1,1
626,2,26,17.140400,1,1
627,2,27,16.124099,1,1
628,2,28,15.987400,1,1
629,2,29,16.670201,1,1
630,2,30,17.021999,1,1
631,2,31,31.729802,1,1
632,2,32,24.838097,1,1
633,2,33,22.541203,1,1
634,2,34,21.771599,1,1
635,2,35,23.135699,1,1
636,2,36,21.719102,1,1
637,2,37,21.564499,1,1
638,2,38,21.688599,1,1
639,2,39,22.323802,1,1
640,2,40,18.399999,1,1
641,2,41,18.299300,1,1
642,2,42,18.440701,1,1
643,2,43,18.390197,1,1
644,2,44,18.763401,1,1
645,2,45,20.401102,1,1
646,2,46,19.114200,1,1
647,2,47,18.181100,1,1
648,2,48,20.880699,1,1
649,2,49,18.955801,1,1
650,2,50,20.317998,1,1
651,2,51,33.643100,1,1
652,2,52,22.743102,1,1
653,2,53,20.683598,1,1
654,2,54,19.725300,1,1
655,2,55,18.250600,1,1
656,2,56,20.814002,1,1
657,2,57,20.141598,1,1
658,2,58,19.908700,1,1
659,2,59,19.082900,1,1
660,2,60,22.511102,0,0
661,2,61,16.732998,0,0
662,2,62,16.930800,0,0
663,2,63,16.033102,0,0
664,2,64,16.634598,0,0
665,2,65,16.766202,0,0
666,2,66,16.488399,0,0
667,2,67,16.901698,0,0
668,2,68,16.716700,0,0
669,2,69,16.509600,0,0
670,2,70,16.646303,0,0
671,2,71,16.891800,0,0
672,2,72,16.503297,0,0
673,2,73,16.618501,0,0
674,2,74,16.569499,0,0
675,2,75,16.632900,0,0
676,2,76,16.712502,0,0
677,2,77,16.631901,0,0
678,2,78,16.711500,0,0
679,2,79,16.641498,0,0
680,2,80,16.706102,0,0
681,2,81,16.658101,0,0
682,2,82,16.745999,0,0
683,2,83,16.626298,0,0
684,2,84,18.765401,0,0
685,2,85,15.496399,0,0
686,2,86,16.758699,0,0
687,2,87,16.955502,0,0
688,2,88,16.486898,0,0
689,2,89,16.168803,0,0
690,2,90,17.885700,0,0
691,2,91,42.132497,0,0
692,2,92,16.492102,0,0
693,2,93,16.842801,0,0
694,2,94,17.791297,0,0
695,2,95,16.576700,0,0
696,2,96,17.120700,0,0
697,2,97,16.101800,0,0
698,2,98,18.197302,0,0
699,2,99,16.640298,0,0
700,2,100,16.627301,0,0
701,2,101,16.803101,0,0
702,2,102,17.064400,0,0
703,2,103,16.602401,0,0
704,2,104,16.508799,0,0
705,2,105,16.752798,0,0
706,2,106,16.469702,0,0
707,2,107,16.546600,0,0
708,2,108,16.935401,0,0
709,2,109,16.532000,0,0
710,2,110,16.902100,0,0
711,2,111,17.076600,0,0
712,2,112,16.113799,0,0
713,2,113,16.542301,0,0
714,2,114,16.666699,0,0
715,2,115,16.716801,0,0
716,2,116,16.754199,0,0
717,2,117,16.716901,0,0
718,2,118,16.551100,0,0
719,2,119,16.521499,0,0
720,2,120,16.947400,0,0
721,2,121,25.984902,0,0
722,2,122,16.277898,0,0
723,2,123,17.340399,0,0
724,2,124,16.183000,0,0
725,2,125,16.699702,0,0
726,2,126,17.259199,0,0
727,2,127,16.821101,0,0
728,2,128,16.314100,0,0
729,2,129,17.305799,0,0
730,2,130,16.257901,0,0
731,2,131,16.466700,0,0
732,2,132,16.394999,0,0
733,2,133,16.477302,0,0
734,2,134,16.349498,0,0
735,2,135,16.623501,0,0
736,2,136,16.678900,0,0
737,2,137,16.567502,0,0
738,2,138,16.669501,0,0
739,2,139,16.811900,0,0
740,2,140,16.659398,0,0
741,2,141,16.781099,0,0
742,2,142,16.706001,0,0
743,2,143,16.438201,0,0
744,2,144,16.933501,0,0
745,2,145,16.913798,0,0
746,2,146,16.512800,0,0
747,2,147,17.507501,0,0
748,2,148,15.803602,0,0
749,2,149,16.444899,0,0
750,3,0,38.187798,1,1
751,3,1,20.445801,1,1
752,3,2,19.486800,1,1
753,3,3,19.680001,1,1
754,3,4,19.983899,1,1
755,3,5,19.456699,1,1
756,3,6,19.674800,1,1
757,3,7,20.641301,1,1
758,3,8,19.288201,1,1
759,3,9,19.697599,1,1
760,3,10,19.416399,1,1
761,3,11,16.649101,1,1
762,3,12,17.412499,1,1
763,3,13,16.564500,1,1
764,3,14,17.084703,1,1
765,3,15,16.679600,1,1
766,3,16,16.835399,1,1
767,3,17,16.423501,1,1
768,3,18,16.760897,1,1
769,3,19,16.561501,1,1
770,3,20,17.271802,1,1
771,3,21,16.067799,1,1
772,3,22,17.211899,1,1
773,3,23,16.493499,1,1
774,3,24,16.620401,1,1
775,3,25,16.971499,1,1
776,3,26,17.904401,1,1
777,3,27,18.610500,1,1
778,3,28,16.686801,1,1
779,3,29,16.225599,1,1
780,3,30,17.090499,1,1
781,3,31,31.733003,1,1
782,3,32,25.214598,1,1
783,3,33,23.679100,1,1
784,3,34,23.138802,1,1
785,3,35,22.670999,1,1
786,3,36,23.684300,1,1
787,3,37,23.077399,1,1
788,3,38,22.704002,1,1
789,3,39,22.589900,1,1
790,3,40,21.174099,1,1
791,3,41,19.487999,1,1
792,3,42,18.844500,1,1
793,3,43,20.308800,1,1
794,3,44,19.736800,1,1
795,3,45,19.213200,1,1
796,3,46,21.399301,1,1
797,3,47,19.984301,1,1
798,3,48,19.624200,1,1
799,3,49,20.838000,1,1
800,3,50,24.588600,1,1
801,3,51,34.684502,1,1
802,3,52,19.694597,1,1
803,3,53,19.220702,1,1
804,3,54,19.438598,1,1
805,3,55,20.616401,1,1
806,3,56,19.955300,1,1
807,3,57,19.670602,1,1
808,3,58,19.731998,1,1
809,3,59,19.250698,1,1
810,3,60,24.395600,0,0
811,3,61,15.852600,0,0
812,3,62,16.995203,0,0
813,3,63,16.866997,0,0
814,3,64,16.808003,0,0
815,3,65,16.484100,0,0
816,3,66,16.515300,0,0
817,3,67,16.705699,0,0
818,3,68,16.937397,0,0
819,3,69,16.575102,0,0
820,3,70,17.063301,0,0
821,3,71,16.161799,0,0
822,3,72,17.230701,0,0
823,3,73,16.307700,0,0
824,3,74,16.231097,0,0
825,3,75,16.707700,0,0
826,3,76,16.534701,0,0
827,3,77,16.580500,0,0
828,3,78,16.775001,0,0
829,3,79,16.651899,0,0
830,3,80,16.517702,0,0
831,3,81,16.821999,0,0
832,3,82,16.612999,0,0
833,3,83,16.687699,0,0
834,3,84,16.758401,0,0
835,3,85,16.607400,0,0
836,3,86,16.618099,0,0
837,3,87,16.647100,0,0
838,3,88,16.837500,0,0
839,3,89,16.462702,0,0
840,3,90,17.326798,0,0
841,3,91,24.674602,0,0
842,3,92,16.393200,0,0
843,3,93,16.665600,0,0
844,3,94,16.698599,0,0
845,3,95,16.837999,0,0
846,3,96,16.661700,0,0
847,3,97,16.828403,0,0
848,3,98,16.794600,0,0
849,3,99,16.682498,0,0
850,3,100,16.815502,0,0
851,3,101,16.569600,0,0
852,3,102,16.767599,0,0
853,3,103,17.122500,0,0
854,3,104,16.222600,0,0
855,3,105,16.614802,0,0
856,3,106,16.822599,0,0
857,3,107,16.592901,0,0
858,3,108,16.410097,0,0
859,3,109,17.145701,0,0
860,3,110,16.366702,0,0
861,3,111,17.181098,0,0
862,3,112,16.774800,0,0
863,3,113,16.724002,0,0
864,3,114,16.519599,0,0
865,3,115,16.690198,0,0
866,3,116,16.766503,0,0
867,3,117,16.429797,0,0
868,3,118,16.652301,0,0
869,3,119,17.325599,0,0
870,3,120,17.059904,0,0
871,3,121,28.294399,0,0
872,3,122,16.445700,0,0
873,3,123,16.982298,0,0
874,3,124,17.002299,0,0
875,3,125,16.933002,0,0
876,3,126,16.403701,0,0
877,3,127,16.643800,0,0
878,3,128,16.448397,0,0
879,3,129,16.713902,0,0
880,3,130,16.886298,0,0
881,3,131,17.108303,0,0
882,3,132,16.043101,0,0
883,3,133,16.987197,0,0
884,3,134,15.839301,0,0
885,3,135,16.493600,0,0
886,3,136,16.798701,0,0
887,3,137,16.572300,0,0
888,3,138,16.903099,0,0
889,3,139,16.426500,0,0
890,3,140,16.636301,0,0
891,3,141,16.707800,0,0
892,3,142,16.656499,0,0
893,3,143,16.621001,0,0
894,3,144,16.781200,0,0
895,3,145,16.656797,0,0
896,3,146,16.609900,0,0
897,3,147,16.726002,0,0
898,3,148,16.591698,0,0
899,3,149,16.659703,0,0
